municipio_codigo;municipio_nombre;sexo;nacionalidad_de_la_madre;numero_nacimientos
001; Acebeda (La);Mujer;Unión Europea;0
002; Ajalvir;Hombre;África;0
002; Ajalvir;Hombre;América Central y del Caribe;0
002; Ajalvir;Hombre;América del Norte;0
002; Ajalvir;Hombre;América del Sur;0
002; Ajalvir;Hombre;Apátridas;0
002; Ajalvir;Hombre;Asia;0
002; Ajalvir;Hombre;No consta;0
002; Ajalvir;Hombre;Oceanía;0
002; Ajalvir;Hombre;Otros países de América;0
002; Ajalvir;Hombre;Otros países de Europa;0
002; Ajalvir;Hombre;Unión Europea;20
002; Ajalvir;Mujer;África;1
002; Ajalvir;Mujer;América Central y del Caribe;0
002; Ajalvir;Mujer;América del Norte;0
002; Ajalvir;Mujer;América del Sur;0
002; Ajalvir;Mujer;Apátridas;0
002; Ajalvir;Mujer;Asia;0
002; Ajalvir;Mujer;No consta;0
002; Ajalvir;Mujer;Oceanía;0
002; Ajalvir;Mujer;Otros países de América;0
002; Ajalvir;Mujer;Otros países de Europa;0
002; Ajalvir;Mujer;Unión Europea;15
003; Alameda del Valle;Hombre;África;0
003; Alameda del Valle;Hombre;América Central y del Caribe;0
003; Alameda del Valle;Hombre;América del Norte;0
003; Alameda del Valle;Hombre;América del Sur;0
003; Alameda del Valle;Hombre;Apátridas;0
003; Alameda del Valle;Hombre;Asia;0
003; Alameda del Valle;Hombre;No consta;0
003; Alameda del Valle;Hombre;Oceanía;0
003; Alameda del Valle;Hombre;Otros países de América;0
003; Alameda del Valle;Hombre;Otros países de Europa;0
003; Alameda del Valle;Hombre;Unión Europea;0
003; Alameda del Valle;Mujer;África;0
003; Alameda del Valle;Mujer;América Central y del Caribe;0
003; Alameda del Valle;Mujer;América del Norte;0
003; Alameda del Valle;Mujer;América del Sur;0
003; Alameda del Valle;Mujer;Apátridas;0
003; Alameda del Valle;Mujer;Asia;0
003; Alameda del Valle;Mujer;No consta;0
003; Alameda del Valle;Mujer;Oceanía;0
003; Alameda del Valle;Mujer;Otros países de América;0
003; Alameda del Valle;Mujer;Otros países de Europa;0
003; Alameda del Valle;Mujer;Unión Europea;0
004; Álamo (El);Hombre;África;7
004; Álamo (El);Hombre;América Central y del Caribe;0
004; Álamo (El);Hombre;América del Norte;0
004; Álamo (El);Hombre;América del Sur;0
004; Álamo (El);Hombre;Apátridas;0
004; Álamo (El);Hombre;Asia;1
004; Álamo (El);Hombre;No consta;0
004; Álamo (El);Hombre;Oceanía;0
004; Álamo (El);Hombre;Otros países de América;0
004; Álamo (El);Hombre;Otros países de Europa;0
004; Álamo (El);Hombre;Unión Europea;36
004; Álamo (El);Mujer;África;11
004; Álamo (El);Mujer;América Central y del Caribe;0
004; Álamo (El);Mujer;América del Norte;0
004; Álamo (El);Mujer;América del Sur;2
004; Álamo (El);Mujer;Apátridas;0
004; Álamo (El);Mujer;Asia;1
004; Álamo (El);Mujer;No consta;0
004; Álamo (El);Mujer;Oceanía;0
004; Álamo (El);Mujer;Otros países de América;0
004; Álamo (El);Mujer;Otros países de Europa;0
004; Álamo (El);Mujer;Unión Europea;32
005; Alcalá de Henares;Hombre;África;43
005; Alcalá de Henares;Hombre;América Central y del Caribe;10
005; Alcalá de Henares;Hombre;América del Norte;3
005; Alcalá de Henares;Hombre;América del Sur;25
005; Alcalá de Henares;Hombre;Apátridas;0
005; Alcalá de Henares;Hombre;Asia;15
005; Alcalá de Henares;Hombre;No consta;0
005; Alcalá de Henares;Hombre;Oceanía;0
005; Alcalá de Henares;Hombre;Otros países de América;0
005; Alcalá de Henares;Hombre;Otros países de Europa;16
005; Alcalá de Henares;Hombre;Unión Europea;697
005; Alcalá de Henares;Mujer;África;42
005; Alcalá de Henares;Mujer;América Central y del Caribe;4
005; Alcalá de Henares;Mujer;América del Norte;0
005; Alcalá de Henares;Mujer;América del Sur;21
005; Alcalá de Henares;Mujer;Apátridas;0
005; Alcalá de Henares;Mujer;Asia;10
005; Alcalá de Henares;Mujer;No consta;0
005; Alcalá de Henares;Mujer;Oceanía;0
005; Alcalá de Henares;Mujer;Otros países de América;0
005; Alcalá de Henares;Mujer;Otros países de Europa;12
005; Alcalá de Henares;Mujer;Unión Europea;711
006; Alcobendas;Hombre;África;14
006; Alcobendas;Hombre;América Central y del Caribe;19
006; Alcobendas;Hombre;América del Norte;2
006; Alcobendas;Hombre;América del Sur;40
006; Alcobendas;Hombre;Apátridas;0
006; Alcobendas;Hombre;Asia;15
006; Alcobendas;Hombre;No consta;0
006; Alcobendas;Hombre;Oceanía;0
006; Alcobendas;Hombre;Otros países de América;0
006; Alcobendas;Hombre;Otros países de Europa;5
006; Alcobendas;Hombre;Unión Europea;405
006; Alcobendas;Mujer;África;13
006; Alcobendas;Mujer;América Central y del Caribe;21
006; Alcobendas;Mujer;América del Norte;1
006; Alcobendas;Mujer;América del Sur;43
006; Alcobendas;Mujer;Apátridas;0
006; Alcobendas;Mujer;Asia;13
006; Alcobendas;Mujer;No consta;0
006; Alcobendas;Mujer;Oceanía;0
006; Alcobendas;Mujer;Otros países de América;0
006; Alcobendas;Mujer;Otros países de Europa;6
006; Alcobendas;Mujer;Unión Europea;388
007; Alcorcón;Hombre;África;31
007; Alcorcón;Hombre;América Central y del Caribe;12
007; Alcorcón;Hombre;América del Norte;0
007; Alcorcón;Hombre;América del Sur;29
007; Alcorcón;Hombre;Apátridas;0
007; Alcorcón;Hombre;Asia;8
007; Alcorcón;Hombre;No consta;0
007; Alcorcón;Hombre;Oceanía;0
007; Alcorcón;Hombre;Otros países de América;0
007; Alcorcón;Hombre;Otros países de Europa;11
007; Alcorcón;Hombre;Unión Europea;631
007; Alcorcón;Mujer;África;29
007; Alcorcón;Mujer;América Central y del Caribe;8
007; Alcorcón;Mujer;América del Norte;0
007; Alcorcón;Mujer;América del Sur;34
007; Alcorcón;Mujer;Apátridas;0
007; Alcorcón;Mujer;Asia;5
007; Alcorcón;Mujer;No consta;0
007; Alcorcón;Mujer;Oceanía;0
007; Alcorcón;Mujer;Otros países de América;0
007; Alcorcón;Mujer;Otros países de Europa;9
007; Alcorcón;Mujer;Unión Europea;642
008; Aldea del Fresno;Hombre;África;2
008; Aldea del Fresno;Hombre;América Central y del Caribe;0
008; Aldea del Fresno;Hombre;América del Norte;0
008; Aldea del Fresno;Hombre;América del Sur;0
008; Aldea del Fresno;Hombre;Apátridas;0
008; Aldea del Fresno;Hombre;Asia;0
008; Aldea del Fresno;Hombre;No consta;0
008; Aldea del Fresno;Hombre;Oceanía;0
008; Aldea del Fresno;Hombre;Otros países de América;0
008; Aldea del Fresno;Hombre;Otros países de Europa;0
008; Aldea del Fresno;Hombre;Unión Europea;8
008; Aldea del Fresno;Mujer;África;5
008; Aldea del Fresno;Mujer;América Central y del Caribe;0
008; Aldea del Fresno;Mujer;América del Norte;0
008; Aldea del Fresno;Mujer;América del Sur;0
008; Aldea del Fresno;Mujer;Apátridas;0
008; Aldea del Fresno;Mujer;Asia;0
008; Aldea del Fresno;Mujer;No consta;0
008; Aldea del Fresno;Mujer;Oceanía;0
008; Aldea del Fresno;Mujer;Otros países de América;0
008; Aldea del Fresno;Mujer;Otros países de Europa;0
008; Aldea del Fresno;Mujer;Unión Europea;9
009; Algete;Hombre;África;4
009; Algete;Hombre;América Central y del Caribe;1
009; Algete;Hombre;América del Norte;0
009; Algete;Hombre;América del Sur;2
009; Algete;Hombre;Apátridas;0
009; Algete;Hombre;Asia;0
009; Algete;Hombre;No consta;0
009; Algete;Hombre;Oceanía;0
009; Algete;Hombre;Otros países de América;0
009; Algete;Hombre;Otros países de Europa;0
009; Algete;Hombre;Unión Europea;65
009; Algete;Mujer;África;6
009; Algete;Mujer;América Central y del Caribe;2
009; Algete;Mujer;América del Norte;1
009; Algete;Mujer;América del Sur;7
009; Algete;Mujer;Apátridas;0
009; Algete;Mujer;Asia;1
009; Algete;Mujer;No consta;0
009; Algete;Mujer;Oceanía;0
009; Algete;Mujer;Otros países de América;0
009; Algete;Mujer;Otros países de Europa;1
009; Algete;Mujer;Unión Europea;70
010; Alpedrete;Hombre;África;3
010; Alpedrete;Hombre;América Central y del Caribe;0
010; Alpedrete;Hombre;América del Norte;0
010; Alpedrete;Hombre;América del Sur;1
010; Alpedrete;Hombre;Apátridas;0
010; Alpedrete;Hombre;Asia;2
010; Alpedrete;Hombre;No consta;0
010; Alpedrete;Hombre;Oceanía;0
010; Alpedrete;Hombre;Otros países de América;0
010; Alpedrete;Hombre;Otros países de Europa;1
010; Alpedrete;Hombre;Unión Europea;54
010; Alpedrete;Mujer;África;0
010; Alpedrete;Mujer;América Central y del Caribe;0
010; Alpedrete;Mujer;América del Norte;0
010; Alpedrete;Mujer;América del Sur;3
010; Alpedrete;Mujer;Apátridas;0
010; Alpedrete;Mujer;Asia;0
010; Alpedrete;Mujer;No consta;0
010; Alpedrete;Mujer;Oceanía;0
010; Alpedrete;Mujer;Otros países de América;0
010; Alpedrete;Mujer;Otros países de Europa;0
010; Alpedrete;Mujer;Unión Europea;48
011; Ambite;Hombre;África;0
011; Ambite;Hombre;América Central y del Caribe;0
011; Ambite;Hombre;América del Norte;0
011; Ambite;Hombre;América del Sur;0
011; Ambite;Hombre;Apátridas;0
011; Ambite;Hombre;Asia;0
011; Ambite;Hombre;No consta;0
011; Ambite;Hombre;Oceanía;0
011; Ambite;Hombre;Otros países de América;0
011; Ambite;Hombre;Otros países de Europa;0
011; Ambite;Hombre;Unión Europea;1
011; Ambite;Mujer;África;0
011; Ambite;Mujer;América Central y del Caribe;0
011; Ambite;Mujer;América del Norte;0
011; Ambite;Mujer;América del Sur;0
011; Ambite;Mujer;Apátridas;0
011; Ambite;Mujer;Asia;0
011; Ambite;Mujer;No consta;0
011; Ambite;Mujer;Oceanía;0
011; Ambite;Mujer;Otros países de América;0
011; Ambite;Mujer;Otros países de Europa;0
011; Ambite;Mujer;Unión Europea;3
012; Anchuelo;Hombre;África;0
012; Anchuelo;Hombre;América Central y del Caribe;0
012; Anchuelo;Hombre;América del Norte;0
012; Anchuelo;Hombre;América del Sur;1
012; Anchuelo;Hombre;Apátridas;0
012; Anchuelo;Hombre;Asia;0
012; Anchuelo;Hombre;No consta;0
012; Anchuelo;Hombre;Oceanía;0
012; Anchuelo;Hombre;Otros países de América;0
012; Anchuelo;Hombre;Otros países de Europa;0
012; Anchuelo;Hombre;Unión Europea;12
012; Anchuelo;Mujer;África;0
012; Anchuelo;Mujer;América Central y del Caribe;0
012; Anchuelo;Mujer;América del Norte;0
012; Anchuelo;Mujer;América del Sur;0
012; Anchuelo;Mujer;Apátridas;0
012; Anchuelo;Mujer;Asia;0
012; Anchuelo;Mujer;No consta;0
012; Anchuelo;Mujer;Oceanía;0
012; Anchuelo;Mujer;Otros países de América;0
012; Anchuelo;Mujer;Otros países de Europa;0
012; Anchuelo;Mujer;Unión Europea;7
013; Aranjuez;Hombre;África;29
013; Aranjuez;Hombre;América Central y del Caribe;5
013; Aranjuez;Hombre;América del Norte;1
013; Aranjuez;Hombre;América del Sur;15
013; Aranjuez;Hombre;Apátridas;0
013; Aranjuez;Hombre;Asia;3
013; Aranjuez;Hombre;No consta;0
013; Aranjuez;Hombre;Oceanía;0
013; Aranjuez;Hombre;Otros países de América;0
013; Aranjuez;Hombre;Otros países de Europa;0
013; Aranjuez;Hombre;Unión Europea;263
013; Aranjuez;Mujer;África;25
013; Aranjuez;Mujer;América Central y del Caribe;2
013; Aranjuez;Mujer;América del Norte;0
013; Aranjuez;Mujer;América del Sur;12
013; Aranjuez;Mujer;Apátridas;0
013; Aranjuez;Mujer;Asia;2
013; Aranjuez;Mujer;No consta;0
013; Aranjuez;Mujer;Oceanía;0
013; Aranjuez;Mujer;Otros países de América;0
013; Aranjuez;Mujer;Otros países de Europa;0
013; Aranjuez;Mujer;Unión Europea;222
014; Arganda del Rey;Hombre;África;8
014; Arganda del Rey;Hombre;América Central y del Caribe;1
014; Arganda del Rey;Hombre;América del Norte;1
014; Arganda del Rey;Hombre;América del Sur;6
014; Arganda del Rey;Hombre;Apátridas;0
014; Arganda del Rey;Hombre;Asia;8
014; Arganda del Rey;Hombre;No consta;0
014; Arganda del Rey;Hombre;Oceanía;0
014; Arganda del Rey;Hombre;Otros países de América;0
014; Arganda del Rey;Hombre;Otros países de Europa;1
014; Arganda del Rey;Hombre;Unión Europea;277
014; Arganda del Rey;Mujer;África;9
014; Arganda del Rey;Mujer;América Central y del Caribe;1
014; Arganda del Rey;Mujer;América del Norte;0
014; Arganda del Rey;Mujer;América del Sur;4
014; Arganda del Rey;Mujer;Apátridas;0
014; Arganda del Rey;Mujer;Asia;6
014; Arganda del Rey;Mujer;No consta;0
014; Arganda del Rey;Mujer;Oceanía;0
014; Arganda del Rey;Mujer;Otros países de América;0
014; Arganda del Rey;Mujer;Otros países de Europa;3
014; Arganda del Rey;Mujer;Unión Europea;239
015; Arroyomolinos;Hombre;África;1
015; Arroyomolinos;Hombre;América Central y del Caribe;0
015; Arroyomolinos;Hombre;América del Norte;0
015; Arroyomolinos;Hombre;América del Sur;0
015; Arroyomolinos;Hombre;Apátridas;0
015; Arroyomolinos;Hombre;Asia;2
015; Arroyomolinos;Hombre;No consta;0
015; Arroyomolinos;Hombre;Oceanía;0
015; Arroyomolinos;Hombre;Otros países de América;0
015; Arroyomolinos;Hombre;Otros países de Europa;0
015; Arroyomolinos;Hombre;Unión Europea;258
015; Arroyomolinos;Mujer;África;3
015; Arroyomolinos;Mujer;América Central y del Caribe;2
015; Arroyomolinos;Mujer;América del Norte;0
015; Arroyomolinos;Mujer;América del Sur;4
015; Arroyomolinos;Mujer;Apátridas;0
015; Arroyomolinos;Mujer;Asia;4
015; Arroyomolinos;Mujer;No consta;0
015; Arroyomolinos;Mujer;Oceanía;0
015; Arroyomolinos;Mujer;Otros países de América;0
015; Arroyomolinos;Mujer;Otros países de Europa;1
015; Arroyomolinos;Mujer;Unión Europea;194
016; Atazar (El);Hombre;África;0
016; Atazar (El);Hombre;América Central y del Caribe;0
016; Atazar (El);Hombre;América del Norte;0
016; Atazar (El);Hombre;América del Sur;0
016; Atazar (El);Hombre;Apátridas;0
016; Atazar (El);Hombre;Asia;0
016; Atazar (El);Hombre;No consta;0
016; Atazar (El);Hombre;Oceanía;0
016; Atazar (El);Hombre;Otros países de América;0
016; Atazar (El);Hombre;Otros países de Europa;0
016; Atazar (El);Hombre;Unión Europea;0
016; Atazar (El);Mujer;África;0
016; Atazar (El);Mujer;América Central y del Caribe;0
016; Atazar (El);Mujer;América del Norte;0
016; Atazar (El);Mujer;América del Sur;0
016; Atazar (El);Mujer;Apátridas;0
016; Atazar (El);Mujer;Asia;0
016; Atazar (El);Mujer;No consta;0
016; Atazar (El);Mujer;Oceanía;0
016; Atazar (El);Mujer;Otros países de América;0
016; Atazar (El);Mujer;Otros países de Europa;0
016; Atazar (El);Mujer;Unión Europea;0
017; Batres;Hombre;África;0
017; Batres;Hombre;América Central y del Caribe;0
017; Batres;Hombre;América del Norte;0
017; Batres;Hombre;América del Sur;0
017; Batres;Hombre;Apátridas;0
017; Batres;Hombre;Asia;0
017; Batres;Hombre;No consta;0
017; Batres;Hombre;Oceanía;0
017; Batres;Hombre;Otros países de América;0
017; Batres;Hombre;Otros países de Europa;0
017; Batres;Hombre;Unión Europea;9
017; Batres;Mujer;África;0
017; Batres;Mujer;América Central y del Caribe;0
017; Batres;Mujer;América del Norte;0
017; Batres;Mujer;América del Sur;0
017; Batres;Mujer;Apátridas;0
017; Batres;Mujer;Asia;0
017; Batres;Mujer;No consta;0
017; Batres;Mujer;Oceanía;0
017; Batres;Mujer;Otros países de América;0
017; Batres;Mujer;Otros países de Europa;0
017; Batres;Mujer;Unión Europea;6
018; Becerril de la Sierra;Hombre;África;4
018; Becerril de la Sierra;Hombre;América Central y del Caribe;0
018; Becerril de la Sierra;Hombre;América del Norte;1
018; Becerril de la Sierra;Hombre;América del Sur;1
018; Becerril de la Sierra;Hombre;Apátridas;0
018; Becerril de la Sierra;Hombre;Asia;0
018; Becerril de la Sierra;Hombre;No consta;0
018; Becerril de la Sierra;Hombre;Oceanía;0
018; Becerril de la Sierra;Hombre;Otros países de América;0
018; Becerril de la Sierra;Hombre;Otros países de Europa;0
018; Becerril de la Sierra;Hombre;Unión Europea;15
018; Becerril de la Sierra;Mujer;África;5
018; Becerril de la Sierra;Mujer;América Central y del Caribe;0
018; Becerril de la Sierra;Mujer;América del Norte;0
018; Becerril de la Sierra;Mujer;América del Sur;2
018; Becerril de la Sierra;Mujer;Apátridas;0
018; Becerril de la Sierra;Mujer;Asia;0
018; Becerril de la Sierra;Mujer;No consta;0
018; Becerril de la Sierra;Mujer;Oceanía;0
018; Becerril de la Sierra;Mujer;Otros países de América;0
018; Becerril de la Sierra;Mujer;Otros países de Europa;0
018; Becerril de la Sierra;Mujer;Unión Europea;16
019; Belmonte de Tajo;Hombre;África;0
019; Belmonte de Tajo;Hombre;América Central y del Caribe;0
019; Belmonte de Tajo;Hombre;América del Norte;0
019; Belmonte de Tajo;Hombre;América del Sur;0
019; Belmonte de Tajo;Hombre;Apátridas;0
019; Belmonte de Tajo;Hombre;Asia;0
019; Belmonte de Tajo;Hombre;No consta;0
019; Belmonte de Tajo;Hombre;Oceanía;0
019; Belmonte de Tajo;Hombre;Otros países de América;0
019; Belmonte de Tajo;Hombre;Otros países de Europa;0
019; Belmonte de Tajo;Hombre;Unión Europea;3
019; Belmonte de Tajo;Mujer;África;0
019; Belmonte de Tajo;Mujer;América Central y del Caribe;0
019; Belmonte de Tajo;Mujer;América del Norte;0
019; Belmonte de Tajo;Mujer;América del Sur;0
019; Belmonte de Tajo;Mujer;Apátridas;0
019; Belmonte de Tajo;Mujer;Asia;0
019; Belmonte de Tajo;Mujer;No consta;0
019; Belmonte de Tajo;Mujer;Oceanía;0
019; Belmonte de Tajo;Mujer;Otros países de América;0
019; Belmonte de Tajo;Mujer;Otros países de Europa;0
019; Belmonte de Tajo;Mujer;Unión Europea;9
021; Berrueco (El);Hombre;África;1
021; Berrueco (El);Hombre;América Central y del Caribe;0
021; Berrueco (El);Hombre;América del Norte;0
021; Berrueco (El);Hombre;América del Sur;0
021; Berrueco (El);Hombre;Apátridas;0
021; Berrueco (El);Hombre;Asia;0
021; Berrueco (El);Hombre;No consta;0
021; Berrueco (El);Hombre;Oceanía;0
021; Berrueco (El);Hombre;Otros países de América;0
021; Berrueco (El);Hombre;Otros países de Europa;0
021; Berrueco (El);Hombre;Unión Europea;2
021; Berrueco (El);Mujer;África;0
021; Berrueco (El);Mujer;América Central y del Caribe;0
021; Berrueco (El);Mujer;América del Norte;0
021; Berrueco (El);Mujer;América del Sur;0
021; Berrueco (El);Mujer;Apátridas;0
021; Berrueco (El);Mujer;Asia;0
021; Berrueco (El);Mujer;No consta;0
021; Berrueco (El);Mujer;Oceanía;0
021; Berrueco (El);Mujer;Otros países de América;0
021; Berrueco (El);Mujer;Otros países de Europa;0
021; Berrueco (El);Mujer;Unión Europea;3
020; Berzosa del Lozoya;Hombre;África;0
020; Berzosa del Lozoya;Hombre;América Central y del Caribe;0
020; Berzosa del Lozoya;Hombre;América del Norte;0
020; Berzosa del Lozoya;Hombre;América del Sur;0
020; Berzosa del Lozoya;Hombre;Apátridas;0
020; Berzosa del Lozoya;Hombre;Asia;0
020; Berzosa del Lozoya;Hombre;No consta;0
020; Berzosa del Lozoya;Hombre;Oceanía;0
020; Berzosa del Lozoya;Hombre;Otros países de América;0
